WDA,Employer,Measure,Workforce Development Area,Title1,Jan-20,Jan-21,Volume Chg
Philadelphia,Mastery Charter Schools,Top Employers,Philadelphia,Mastery Charter Schools,95,56,-39
Philadelphia,US Government,Top Employers,Philadelphia,US Government,74,37,-37
Philadelphia,Combined Insurance,Top Employers,Philadelphia,Combined Insurance,92,55,-37
Philadelphia,Cigna Corporation,Top Employers,Philadelphia,Cigna Corporation,81,47,-34
Philadelphia,Community College of Philadelphia,Top Employers,Philadelphia,Community College of Philadelphia,63,32,-31
Philadelphia,Elsevier,Top Employers,Philadelphia,Elsevier,67,36,-31
Philadelphia,Drexel University,Top Employers,Philadelphia,Drexel University,189,158,-31
Philadelphia,Gopuff,Top Employers,Philadelphia,Gopuff,66,36,-30
Philadelphia,Einstein Healthcare Network,Top Employers,Philadelphia,Einstein Healthcare Network,253,228,-25
Philadelphia,Jevs Human Services,Top Employers,Philadelphia,Jevs Human Services,54,34,-20
Philadelphia,Amerihealth,Top Employers,Philadelphia,Amerihealth,62,43,-19
Philadelphia,Amerihealth Caritas,Top Employers,Philadelphia,Amerihealth Caritas,110,93,-17
Philadelphia,Veeva Systems,Top Employers,Philadelphia,Veeva Systems,51,35,-16
Philadelphia,Sodexo,Top Employers,Philadelphia,Sodexo,47,35,-12
Philadelphia,Roxborough Memorial Hospital,Top Employers,Philadelphia,Roxborough Memorial Hospital,84,72,-12
Philadelphia,Jazz Pharmaceuticals Incorporated,Top Employers,Philadelphia,Jazz Pharmaceuticals Incorporated,44,33,-11
Philadelphia,McKinsey & Company,Top Employers,Philadelphia,McKinsey & Company,51,40,-11
Philadelphia,"Urban Outfitters, Inc.",Top Employers,Philadelphia,"Urban Outfitters, Inc.",52,41,-11
Philadelphia,"Lowe's Companies, Inc",Top Employers,Philadelphia,"Lowe's Companies, Inc",69,58,-11
Philadelphia,Merakey,Top Employers,Philadelphia,Merakey,85,76,-9
Philadelphia,Resources For Human Development,Top Employers,Philadelphia,Resources For Human Development,84,76,-8
Philadelphia,Computer Enterprises,Top Employers,Philadelphia,Computer Enterprises,49,42,-7
Philadelphia,Elwyn Incorporated,Top Employers,Philadelphia,Elwyn Incorporated,55,49,-6
Philadelphia,Accenture,Top Employers,Philadelphia,Accenture,208,206,-2
Philadelphia,Hospitals of Providence,Top Employers,Philadelphia,Hospitals of Providence,69,68,-1
Philadelphia,Federal Reserve Bank,Top Employers,Philadelphia,Federal Reserve Bank,30,32,2
Philadelphia,Amtrak,Top Employers,Philadelphia,Amtrak,37,39,2
Philadelphia,Internal Revenue Service,Top Employers,Philadelphia,Internal Revenue Service,40,43,3
Philadelphia,American Heritage Credit Union,Top Employers,Philadelphia,American Heritage Credit Union,28,32,4
Philadelphia,Genesis Healthcare Corporation,Top Employers,Philadelphia,Genesis Healthcare Corporation,28,33,5
Philadelphia,Glaxosmithkline,Top Employers,Philadelphia,Glaxosmithkline,41,46,5
Philadelphia,Avanade Incorporated,Top Employers,Philadelphia,Avanade Incorporated,34,40,6
Philadelphia,Ernst & Young,Top Employers,Philadelphia,Ernst & Young,61,67,6
Philadelphia,Exelon,Top Employers,Philadelphia,Exelon,38,47,9
Philadelphia,Ert,Top Employers,Philadelphia,Ert,28,39,11
Philadelphia,Wolters Kluwer,Top Employers,Philadelphia,Wolters Kluwer,21,33,12
Philadelphia,Pep Boys,Top Employers,Philadelphia,Pep Boys,49,61,12
Philadelphia,State Farm Insurance Companies,Top Employers,Philadelphia,State Farm Insurance Companies,18,32,14
Philadelphia,YMCA,Top Employers,Philadelphia,YMCA,16,32,16
Philadelphia,UnitedHealth Group,Top Employers,Philadelphia,UnitedHealth Group,29,45,16
Philadelphia,Advance Auto Parts Incorporated,Top Employers,Philadelphia,Advance Auto Parts Incorporated,19,37,18
Philadelphia,RSM US LLP.,Top Employers,Philadelphia,RSM US LLP.,20,38,18
Philadelphia,Wuxi Apptec Inc,Top Employers,Philadelphia,Wuxi Apptec Inc,57,75,18
Philadelphia,Saint Josephs University,Top Employers,Philadelphia,Saint Josephs University,21,40,19
Philadelphia,Iqvia,Top Employers,Philadelphia,Iqvia,26,47,21
Philadelphia,WSFS Financial Corporation,Top Employers,Philadelphia,WSFS Financial Corporation,16,38,22
Philadelphia,Thermo Fisher Scientific Inc,Top Employers,Philadelphia,Thermo Fisher Scientific Inc,31,53,22
Philadelphia,Gaudenzia Incorporated,Top Employers,Philadelphia,Gaudenzia Incorporated,11,35,24
Philadelphia,Spark Therapeutics,Top Employers,Philadelphia,Spark Therapeutics,41,66,25
Philadelphia,Danaher Corporation,Top Employers,Philadelphia,Danaher Corporation,9,35,26
Philadelphia,Macquarie,Top Employers,Philadelphia,Macquarie,19,46,27
Philadelphia,FedEx,Top Employers,Philadelphia,FedEx,16,45,29
Philadelphia,JP Morgan Chase Company,Top Employers,Philadelphia,JP Morgan Chase Company,18,47,29
Philadelphia,Allied Universal,Top Employers,Philadelphia,Allied Universal,135,164,29
Philadelphia,Bedrock Care,Top Employers,Philadelphia,Bedrock Care,11,43,32
Philadelphia,American Red Cross,Top Employers,Philadelphia,American Red Cross,27,59,32
Philadelphia,Radian Guaranty Incorporated,Top Employers,Philadelphia,Radian Guaranty Incorporated,17,52,35
Philadelphia,"Turnberry Solutions, Inc",Top Employers,Philadelphia,"Turnberry Solutions, Inc",23,58,35
Philadelphia,Northeast Treatment Centers,Top Employers,Philadelphia,Northeast Treatment Centers,0,36,36
Philadelphia,FMC Corporation,Top Employers,Philadelphia,FMC Corporation,29,65,36
Philadelphia,Davita Incorporated,Top Employers,Philadelphia,Davita Incorporated,17,54,37
Philadelphia,"Spring Eq, Llc",Top Employers,Philadelphia,"Spring Eq, Llc",0,38,38
Philadelphia,Aspira Of Pa Schools,Top Employers,Philadelphia,Aspira Of Pa Schools,1,40,39
Philadelphia,Jazz Pharma,Top Employers,Philadelphia,Jazz Pharma,1,42,41
Philadelphia,CVS Health,Top Employers,Philadelphia,CVS Health,21,62,41
Philadelphia,Solu,Top Employers,Philadelphia,Solu,14,56,42
Philadelphia,Mercy Hospital,Top Employers,Philadelphia,Mercy Hospital,0,48,48
Philadelphia,Intuit,Top Employers,Philadelphia,Intuit,13,66,53
Philadelphia,Icon Medical Imaging,Top Employers,Philadelphia,Icon Medical Imaging,0,60,60
Philadelphia,Department of Veterans Affairs,Top Employers,Philadelphia,Department of Veterans Affairs,32,103,71
Philadelphia,Temple University Health System,Top Employers,Philadelphia,Temple University Health System,247,327,80
Philadelphia,Live Casino & Hotel Philadelphia,Top Employers,Philadelphia,Live Casino & Hotel Philadelphia,0,82,82
Philadelphia,IBM,Top Employers,Philadelphia,IBM,437,554,117
Philadelphia,Amazon,Top Employers,Philadelphia,Amazon,48,167,119
Philadelphia,Bayada Home Health Care,Top Employers,Philadelphia,Bayada Home Health Care,64,244,180
Philadelphia,Soliant,Top Employers,Philadelphia,Soliant,0,206,206
Philadelphia,Deloitte,Top Employers,Philadelphia,Deloitte,329,561,232
Philadelphia,Thomas Jefferson University,Top Employers,Philadelphia,Thomas Jefferson University,592,929,337
Pocono,Lehigh Valley Health Network,Top Employers,Pocono,Lehigh Valley Health Network,113,86,-27
Pocono,East Stroudsburg University,Top Employers,Pocono,East Stroudsburg University,38,16,-22
Pocono,Guardian Elder Care,Top Employers,Pocono,Guardian Elder Care,27,15,-12
Pocono,"Lowe's Companies, Inc",Top Employers,Pocono,"Lowe's Companies, Inc",79,71,-8
Pocono,84 Lumber Company,Top Employers,Pocono,84 Lumber Company,13,10,-3
Pocono,Pyramid Healthcare,Top Employers,Pocono,Pyramid Healthcare,18,17,-1
Pocono,The Home Depot Incorporated,Top Employers,Pocono,The Home Depot Incorporated,31,30,-1
Pocono,Shimadzu Scientific Instruments,Top Employers,Pocono,Shimadzu Scientific Instruments,12,12,0
Pocono,Sanofi Aventis,Top Employers,Pocono,Sanofi Aventis,108,108,0
Pocono,Americold Logistics,Top Employers,Pocono,Americold Logistics,10,11,1
Pocono,Delta Medical Hospital,Top Employers,Pocono,Delta Medical Hospital,14,15,1
Pocono,Corvias Group,Top Employers,Pocono,Corvias Group,14,18,4
Pocono,Sodexo,Top Employers,Pocono,Sodexo,9,14,5
Pocono,Amazon,Top Employers,Pocono,Amazon,6,12,6
Pocono,Allied Universal,Top Employers,Pocono,Allied Universal,9,15,6
Pocono,Merakey,Top Employers,Pocono,Merakey,4,11,7
Pocono,County Monroe,Top Employers,Pocono,County Monroe,6,13,7
Pocono,Great Wolf Resorts,Top Employers,Pocono,Great Wolf Resorts,17,25,8
Pocono,Crate & Barrel,Top Employers,Pocono,Crate & Barrel,0,10,10
Pocono,Walgreens Boots Alliance Inc,Top Employers,Pocono,Walgreens Boots Alliance Inc,4,14,10
Pocono,Aldi,Top Employers,Pocono,Aldi,6,16,10
Pocono,Redners Markets Incorporated,Top Employers,Pocono,Redners Markets Incorporated,0,11,11
Pocono,"BJ's Wholesale Club, Inc.",Top Employers,Pocono,"BJ's Wholesale Club, Inc.",3,14,11
Pocono,Acadia Healthcare,Top Employers,Pocono,Acadia Healthcare,5,16,11
Pocono,Dollar Tree,Top Employers,Pocono,Dollar Tree,1,14,13
Pocono,Davita Incorporated,Top Employers,Pocono,Davita Incorporated,2,15,13
Pocono,Advance Auto Parts Incorporated,Top Employers,Pocono,Advance Auto Parts Incorporated,7,20,13
Pocono,Harbor Oaks Hospital,Top Employers,Pocono,Harbor Oaks Hospital,5,20,15
Pocono,Towne Park Limited,Top Employers,Pocono,Towne Park Limited,0,17,17
Pocono,Aveanna,Top Employers,Pocono,Aveanna,12,30,18
Pocono,Kme Fire Appratus,Top Employers,Pocono,Kme Fire Appratus,0,21,21
Pocono,Vail Resorts Management Company,Top Employers,Pocono,Vail Resorts Management Company,0,22,22
Pocono,East Stroudsburg University Of Pennsylvania,Top Employers,Pocono,East Stroudsburg University Of Pennsylvania,1,23,22
Pocono,Psg Global Solutions,Top Employers,Pocono,Psg Global Solutions,0,25,25
Pocono,CVS Health,Top Employers,Pocono,CVS Health,7,35,28
Pocono,Help At Home Llc,Top Employers,Pocono,Help At Home Llc,0,29,29
Pocono,Bayada Home Health Care,Top Employers,Pocono,Bayada Home Health Care,19,55,36
Pocono,Camelback Resort,Top Employers,Pocono,Camelback Resort,0,54,54
Pocono,St. Luke's University Health Network,Top Employers,Pocono,St. Luke's University Health Network,164,229,65
South Central,Hershey Entertainment & Resorts,Top Employers,South Central,Hershey Entertainment & Resorts,285,119,-166
South Central,TE Connectivity,Top Employers,South Central,TE Connectivity,197,86,-111
South Central,McDonald's,Top Employers,South Central,McDonald's,130,42,-88
South Central,Compass Group North America,Top Employers,South Central,Compass Group North America,112,50,-62
South Central,BAE Systems,Top Employers,South Central,BAE Systems,71,33,-38
South Central,Allegheny Valley School,Top Employers,South Central,Allegheny Valley School,131,93,-38
South Central,Kindercare,Top Employers,South Central,Kindercare,72,37,-35
South Central,Wellspan Health,Top Employers,South Central,Wellspan Health,825,792,-33
South Central,Keystone Human Services,Top Employers,South Central,Keystone Human Services,78,46,-32
South Central,Enterprise Rent-A-Car,Top Employers,South Central,Enterprise Rent-A-Car,63,36,-27
South Central,Computer Aid Incorporated,Top Employers,South Central,Computer Aid Incorporated,40,27,-13
South Central,"Lowe's Companies, Inc",Top Employers,South Central,"Lowe's Companies, Inc",159,148,-11
South Central,The Home Depot Incorporated,Top Employers,South Central,The Home Depot Incorporated,96,92,-4
South Central,Kinsley Construction Incorporated,Top Employers,South Central,Kinsley Construction Incorporated,41,38,-3
South Central,U.S. Bancorp,Top Employers,South Central,U.S. Bancorp,30,29,-1
South Central,Roehl Transport,Top Employers,South Central,Roehl Transport,31,30,-1
South Central,Sherwin Williams,Top Employers,South Central,Sherwin Williams,40,41,1
South Central,Aldi,Top Employers,South Central,Aldi,43,44,1
South Central,Goodwill,Top Employers,South Central,Goodwill,29,31,2
South Central,PepsiCo Inc.,Top Employers,South Central,PepsiCo Inc.,27,31,4
South Central,Highmark Health,Top Employers,South Central,Highmark Health,61,67,6
South Central,Dauphin County,Top Employers,South Central,Dauphin County,26,33,7
South Central,Herbert Rowland Grubic,Top Employers,South Central,Herbert Rowland Grubic,28,35,7
South Central,Select Medical,Top Employers,South Central,Select Medical,209,216,7
South Central,Staples,Top Employers,South Central,Staples,20,30,10
South Central,Gichner Systems Group Incorporated,Top Employers,South Central,Gichner Systems Group Incorporated,17,28,11
South Central,Menasha Packaging Company Llc,Top Employers,South Central,Menasha Packaging Company Llc,20,31,11
South Central,United Parcel Service Incorporated,Top Employers,South Central,United Parcel Service Incorporated,25,36,11
South Central,Sodexo,Top Employers,South Central,Sodexo,30,41,11
South Central,Hershey Company,Top Employers,South Central,Hershey Company,121,132,11
South Central,Merakey,Top Employers,South Central,Merakey,65,78,13
South Central,Es3 Llc,Top Employers,South Central,Es3 Llc,35,50,15
South Central,Msys Incorporated,Top Employers,South Central,Msys Incorporated,13,29,16
South Central,Martins Famous Pastry Shoppe,Top Employers,South Central,Martins Famous Pastry Shoppe,16,32,16
South Central,Dollar Tree,Top Employers,South Central,Dollar Tree,21,37,16
South Central,Geisinger,Top Employers,South Central,Geisinger,54,70,16
South Central,Wolters Kluwer,Top Employers,South Central,Wolters Kluwer,12,32,20
South Central,DHL Express,Top Employers,South Central,DHL Express,29,49,20
South Central,UnitedHealth Group,Top Employers,South Central,UnitedHealth Group,20,41,21
South Central,Aveanna,Top Employers,South Central,Aveanna,52,73,21
South Central,Defense Logistics Agency,Top Employers,South Central,Defense Logistics Agency,40,62,22
South Central,Davita Incorporated,Top Employers,South Central,Davita Incorporated,15,38,23
South Central,"Geodis Logistics, Llc Breinigsville",Top Employers,South Central,"Geodis Logistics, Llc Breinigsville",30,53,23
South Central,Verint Systems Incorporated,Top Employers,South Central,Verint Systems Incorporated,13,37,24
South Central,Stoneridge Retirement Living,Top Employers,South Central,Stoneridge Retirement Living,15,39,24
South Central,Vibra Healthcare,Top Employers,South Central,Vibra Healthcare,20,44,24
South Central,C&S Wholesale Grocers,Top Employers,South Central,C&S Wholesale Grocers,26,51,25
South Central,Johnson Controls Incorporated,Top Employers,South Central,Johnson Controls Incorporated,53,78,25
South Central,Five Guys Burgers,Top Employers,South Central,Five Guys Burgers,1,28,27
South Central,Redners Markets Incorporated,Top Employers,South Central,Redners Markets Incorporated,3,30,27
South Central,Pilot Flying J,Top Employers,South Central,Pilot Flying J,6,33,27
South Central,Schneider National Incorporated,Top Employers,South Central,Schneider National Incorporated,31,58,27
South Central,Messiah College,Top Employers,South Central,Messiah College,5,33,28
South Central,Bonefish Grill,Top Employers,South Central,Bonefish Grill,8,36,28
South Central,Pratt Industries Incorporated,Top Employers,South Central,Pratt Industries Incorporated,0,29,29
South Central,Multi Color Corporation,Top Employers,South Central,Multi Color Corporation,5,34,29
South Central,Stryker Medical,Top Employers,South Central,Stryker Medical,10,39,29
South Central,cbre,Top Employers,South Central,cbre,21,50,29
South Central,Outback Steakhouse,Top Employers,South Central,Outback Steakhouse,0,30,30
South Central,Webpagefx,Top Employers,South Central,Webpagefx,9,39,30
South Central,Graham Packaging Company,Top Employers,South Central,Graham Packaging Company,13,43,30
South Central,Advance Auto Parts Incorporated,Top Employers,South Central,Advance Auto Parts Incorporated,42,72,30
South Central,FedEx,Top Employers,South Central,FedEx,46,76,30
South Central,Petco,Top Employers,South Central,Petco,24,55,31
South Central,Bayada Home Health Care,Top Employers,South Central,Bayada Home Health Care,46,77,31
South Central,Texas Roadhouse Incorporated,Top Employers,South Central,Texas Roadhouse Incorporated,10,42,32
South Central,United Natural Foods,Top Employers,South Central,United Natural Foods,14,48,34
South Central,Cracker Barrel,Top Employers,South Central,Cracker Barrel,9,44,35
South Central,Bayer Corporation,Top Employers,South Central,Bayer Corporation,15,50,35
South Central,Johnson & Johnson,Top Employers,South Central,Johnson & Johnson,9,48,39
South Central,Pilot,Top Employers,South Central,Pilot,0,40,40
South Central,Vail Resorts Management Company,Top Employers,South Central,Vail Resorts Management Company,0,41,41
South Central,"BJ's Wholesale Club, Inc.",Top Employers,South Central,"BJ's Wholesale Club, Inc.",15,56,41
South Central,Naval Supply Systems Command,Top Employers,South Central,Naval Supply Systems Command,0,42,42
South Central,HCR ManorCare,Top Employers,South Central,HCR ManorCare,63,105,42
South Central,Ryder System Incorporated,Top Employers,South Central,Ryder System Incorporated,53,96,43
South Central,York County Government,Top Employers,South Central,York County Government,0,46,46
South Central,Pennsylvania Psychiatric Institute,Top Employers,South Central,Pennsylvania Psychiatric Institute,20,66,46
South Central,Black & Veatch,Top Employers,South Central,Black & Veatch,0,48,48
South Central,Salesforce,Top Employers,South Central,Salesforce,0,51,51
South Central,Aramark,Top Employers,South Central,Aramark,22,74,52
South Central,XPO Logistics,Top Employers,South Central,XPO Logistics,28,80,52
South Central,Pearson,Top Employers,South Central,Pearson,13,69,56
South Central,Accenture,Top Employers,South Central,Accenture,13,71,58
South Central,CVS Health,Top Employers,South Central,CVS Health,49,109,60
South Central,"The Ames Companies, Inc",Top Employers,South Central,"The Ames Companies, Inc",24,86,62
South Central,Landmark Health,Top Employers,South Central,Landmark Health,3,67,64
South Central,Chewy,Top Employers,South Central,Chewy,8,73,65
South Central,Travelers Company,Top Employers,South Central,Travelers Company,0,67,67
South Central,Guidehouse,Top Employers,South Central,Guidehouse,4,75,71
South Central,Pfizer,Top Employers,South Central,Pfizer,4,80,76
South Central,Department of Veterans Affairs,Top Employers,South Central,Department of Veterans Affairs,26,109,83
South Central,Allied Universal,Top Employers,South Central,Allied Universal,74,207,133
South Central,Thermo Fisher Scientific Inc,Top Employers,South Central,Thermo Fisher Scientific Inc,83,230,147
South Central,Icf International,Top Employers,South Central,Icf International,2,154,152
South Central,Deloitte,Top Employers,South Central,Deloitte,142,348,206
South Central,Pennsylvania State University,Top Employers,South Central,Pennsylvania State University,584,802,218
South Central,Ernst & Young,Top Employers,South Central,Ernst & Young,0,295,295
South Central,Anthem Blue Cross,Top Employers,South Central,Anthem Blue Cross,182,488,306
South Central,University of Pittsburgh Medical Center,Top Employers,South Central,University of Pittsburgh Medical Center,338,703,365
Southern Alleghenies,Guardian Elder Care,Top Employers,Southern Alleghenies,Guardian Elder Care,47,23,-24
Southern Alleghenies,Allegheny Valley School,Top Employers,Southern Alleghenies,Allegheny Valley School,45,23,-22
Southern Alleghenies,LifePoint Health,Top Employers,Southern Alleghenies,LifePoint Health,61,41,-20
Southern Alleghenies,Oshkosh,Top Employers,Southern Alleghenies,Oshkosh,28,17,-11
Southern Alleghenies,United States Foods,Top Employers,Southern Alleghenies,United States Foods,17,12,-5
Southern Alleghenies,PepsiCo Inc.,Top Employers,Southern Alleghenies,PepsiCo Inc.,18,13,-5
Southern Alleghenies,Select Medical,Top Employers,Southern Alleghenies,Select Medical,16,12,-4
Southern Alleghenies,County Blair,Top Employers,Southern Alleghenies,County Blair,16,13,-3
Southern Alleghenies,The Home Depot Incorporated,Top Employers,Southern Alleghenies,The Home Depot Incorporated,22,20,-2
Southern Alleghenies,First National Bank,Top Employers,Southern Alleghenies,First National Bank,13,13,0
Southern Alleghenies,Roehl Transport,Top Employers,Southern Alleghenies,Roehl Transport,15,15,0
Southern Alleghenies,Pennsylvania State University,Top Employers,Southern Alleghenies,Pennsylvania State University,19,22,3
Southern Alleghenies,Global Tel Link Corporation,Top Employers,Southern Alleghenies,Global Tel Link Corporation,7,11,4
Southern Alleghenies,HCR ManorCare,Top Employers,Southern Alleghenies,HCR ManorCare,10,14,4
Southern Alleghenies,Advance Auto Parts Incorporated,Top Employers,Southern Alleghenies,Advance Auto Parts Incorporated,12,16,4
Southern Alleghenies,Consulate Health Care,Top Employers,Southern Alleghenies,Consulate Health Care,16,20,4
Southern Alleghenies,Merakey,Top Employers,Southern Alleghenies,Merakey,21,25,4
Southern Alleghenies,Kennametal Incorporated,Top Employers,Southern Alleghenies,Kennametal Incorporated,5,10,5
Southern Alleghenies,Dollar General,Top Employers,Southern Alleghenies,Dollar General,11,16,5
Southern Alleghenies,Memorial Medical Center,Top Employers,Southern Alleghenies,Memorial Medical Center,5,11,6
Southern Alleghenies,Genuine Parts,Top Employers,Southern Alleghenies,Genuine Parts,4,11,7
Southern Alleghenies,Crossmark,Top Employers,Southern Alleghenies,Crossmark,3,12,9
Southern Alleghenies,Lifepoint Hospitals,Top Employers,Southern Alleghenies,Lifepoint Hospitals,9,18,9
Southern Alleghenies,Seven Springs Mountain Resort,Top Employers,Southern Alleghenies,Seven Springs Mountain Resort,0,10,10
Southern Alleghenies,H&R Block,Top Employers,Southern Alleghenies,H&R Block,2,12,10
Southern Alleghenies,Pyramid Healthcare Incorporated,Top Employers,Southern Alleghenies,Pyramid Healthcare Incorporated,8,18,10
Southern Alleghenies,Altoona Center For Nursing Care,Top Employers,Southern Alleghenies,Altoona Center For Nursing Care,0,11,11
Southern Alleghenies,First Commonwealth Financial,Top Employers,Southern Alleghenies,First Commonwealth Financial,0,14,14
Southern Alleghenies,Fnb Corporation,Top Employers,Southern Alleghenies,Fnb Corporation,0,14,14
Southern Alleghenies,CHS Incorporated,Top Employers,Southern Alleghenies,CHS Incorporated,47,61,14
Southern Alleghenies,WIS International,Top Employers,Southern Alleghenies,WIS International,2,17,15
Southern Alleghenies,Dollar Tree,Top Employers,Southern Alleghenies,Dollar Tree,3,18,15
Southern Alleghenies,"Lowe's Companies, Inc",Top Employers,Southern Alleghenies,"Lowe's Companies, Inc",32,47,15
Southern Alleghenies,Cambria Care Center,Top Employers,Southern Alleghenies,Cambria Care Center,0,16,16
Southern Alleghenies,Vse Corporation,Top Employers,Southern Alleghenies,Vse Corporation,0,16,16
Southern Alleghenies,Rgis,Top Employers,Southern Alleghenies,Rgis,0,17,17
Southern Alleghenies,LHC Group,Top Employers,Southern Alleghenies,LHC Group,8,25,17
Southern Alleghenies,First National Bank Of Pennsylvania,Top Employers,Southern Alleghenies,First National Bank Of Pennsylvania,0,18,18
Southern Alleghenies,Giant Eagle Supermarkets,Top Employers,Southern Alleghenies,Giant Eagle Supermarkets,7,26,19
Southern Alleghenies,Petco,Top Employers,Southern Alleghenies,Petco,6,27,21
Southern Alleghenies,Intuit,Top Employers,Southern Alleghenies,Intuit,0,22,22
Southern Alleghenies,Department of Veterans Affairs,Top Employers,Southern Alleghenies,Department of Veterans Affairs,17,43,26
Southern Alleghenies,Bayada Home Health Care,Top Employers,Southern Alleghenies,Bayada Home Health Care,18,57,39
Southern Alleghenies,Learning Lamp Incorporated,Top Employers,Southern Alleghenies,Learning Lamp Incorporated,106,169,63
Southern Alleghenies,CVS Health,Top Employers,Southern Alleghenies,CVS Health,8,87,79
Southern Alleghenies,University of Pittsburgh Medical Center,Top Employers,Southern Alleghenies,University of Pittsburgh Medical Center,173,268,95
Southwest Corner,George Washington University,Top Employers,Southwest Corner,George Washington University,146,21,-125
Southwest Corner,Bechtel,Top Employers,Southwest Corner,Bechtel,54,16,-38
Southwest Corner,84 Lumber Company,Top Employers,Southwest Corner,84 Lumber Company,62,26,-36
Southwest Corner,University Mary Washington,Top Employers,Southwest Corner,University Mary Washington,34,14,-20
Southwest Corner,Valley Health System,Top Employers,Southwest Corner,Valley Health System,34,16,-18
Southwest Corner,Crown Castle International,Top Employers,Southwest Corner,Crown Castle International,61,45,-16
Southwest Corner,Washington Hospital School Of Nursing,Top Employers,Southwest Corner,Washington Hospital School Of Nursing,72,57,-15
Southwest Corner,Ansys Incorporated,Top Employers,Southwest Corner,Ansys Incorporated,63,49,-14
Southwest Corner,Pennsylvania State University,Top Employers,Southwest Corner,Pennsylvania State University,29,16,-13
Southwest Corner,Merakey,Top Employers,Southwest Corner,Merakey,32,24,-8
Southwest Corner,Walmart / Sam's,Top Employers,Southwest Corner,Walmart / Sam's,19,13,-6
Southwest Corner,Computer Aid Incorporated,Top Employers,Southwest Corner,Computer Aid Incorporated,15,10,-5
Southwest Corner,Veka Incorporated,Top Employers,Southwest Corner,Veka Incorporated,18,13,-5
Southwest Corner,Highmark Health,Top Employers,Southwest Corner,Highmark Health,50,45,-5
Southwest Corner,Mylan,Top Employers,Southwest Corner,Mylan,18,14,-4
Southwest Corner,Cb Financial Services,Top Employers,Southwest Corner,Cb Financial Services,13,10,-3
Southwest Corner,Allegheny Valley School,Top Employers,Southwest Corner,Allegheny Valley School,36,33,-3
Southwest Corner,Kindercare,Top Employers,Southwest Corner,Kindercare,14,12,-2
Southwest Corner,Sherwin Williams,Top Employers,Southwest Corner,Sherwin Williams,16,14,-2
Southwest Corner,The Mentor Network,Top Employers,Southwest Corner,The Mentor Network,28,26,-2
Southwest Corner,The Home Depot Incorporated,Top Employers,Southwest Corner,The Home Depot Incorporated,29,27,-2
Southwest Corner,Presbyterian Seniorcare Network,Top Employers,Southwest Corner,Presbyterian Seniorcare Network,14,13,-1
Southwest Corner,Amedisys,Top Employers,Southwest Corner,Amedisys,21,20,-1
Southwest Corner,Aldi,Top Employers,Southwest Corner,Aldi,11,11,0
Southwest Corner,Rural King,Top Employers,Southwest Corner,Rural King,13,13,0
Southwest Corner,Creehan Company,Top Employers,Southwest Corner,Creehan Company,13,15,2
Southwest Corner,Usg Corporation,Top Employers,Southwest Corner,Usg Corporation,16,18,2
Southwest Corner,Davey Tree Expert Company,Top Employers,Southwest Corner,Davey Tree Expert Company,9,12,3
Southwest Corner,University of Pittsburgh Medical Center,Top Employers,Southwest Corner,University of Pittsburgh Medical Center,14,17,3
Southwest Corner,Staples,Top Employers,Southwest Corner,Staples,7,11,4
Southwest Corner,"Mon Vale Health Resources, Inc",Top Employers,Southwest Corner,"Mon Vale Health Resources, Inc",16,20,4
Southwest Corner,Gateway Rehabilitation Center,Top Employers,Southwest Corner,Gateway Rehabilitation Center,22,26,4
Southwest Corner,Primary Health Network,Top Employers,Southwest Corner,Primary Health Network,6,11,5
Southwest Corner,Walgreens Boots Alliance Inc,Top Employers,Southwest Corner,Walgreens Boots Alliance Inc,10,15,5
Southwest Corner,"Lowe's Companies, Inc",Top Employers,Southwest Corner,"Lowe's Companies, Inc",35,40,5
Southwest Corner,"Ness Usa, Inc",Top Employers,Southwest Corner,"Ness Usa, Inc",4,10,6
Southwest Corner,Automatic Data Processing Incorporated,Top Employers,Southwest Corner,Automatic Data Processing Incorporated,5,11,6
Southwest Corner,HCR ManorCare,Top Employers,Southwest Corner,HCR ManorCare,7,13,6
Southwest Corner,Nisource Incorporated,Top Employers,Southwest Corner,Nisource Incorporated,8,14,6
Southwest Corner,Allied Universal,Top Employers,Southwest Corner,Allied Universal,20,26,6
Southwest Corner,Chevrolet,Top Employers,Southwest Corner,Chevrolet,4,11,7
Southwest Corner,Workcare,Top Employers,Southwest Corner,Workcare,4,11,7
Southwest Corner,Aaron's,Top Employers,Southwest Corner,Aaron's,5,12,7
Southwest Corner,Pilot Flying J,Top Employers,Southwest Corner,Pilot Flying J,5,12,7
Southwest Corner,Private Industry Council Westmd Gb,Top Employers,Southwest Corner,Private Industry Council Westmd Gb,5,12,7
Southwest Corner,North Strabane Rehabilitation And Wellness Center,Top Employers,Southwest Corner,North Strabane Rehabilitation And Wellness Center,3,11,8
Southwest Corner,Saint Barnabas Health Care System,Top Employers,Southwest Corner,Saint Barnabas Health Care System,3,11,8
Southwest Corner,"The Goldman Sachs Group, Inc.",Top Employers,Southwest Corner,"The Goldman Sachs Group, Inc.",6,14,8
Southwest Corner,Lifesteps Incorporated,Top Employers,Southwest Corner,Lifesteps Incorporated,7,15,8
Southwest Corner,General Electric Company,Top Employers,Southwest Corner,General Electric Company,8,16,8
Southwest Corner,Fresenius,Top Employers,Southwest Corner,Fresenius,2,11,9
Southwest Corner,Elior North America,Top Employers,Southwest Corner,Elior North America,3,12,9
Southwest Corner,Huntington Bancshares,Top Employers,Southwest Corner,Huntington Bancshares,4,13,9
